sentence1	sentence2	label
sorry,	was helping someone with css	Explanation
anyone got wood	i mean clay	Correction
i'll trade ore for wheat	ohh	no_relation
(hence 3:1 and 2:1 on the colourde ports)	and to trade with the bank you need to give them 4 items for them to give you one	Continuation
two ores for a wood from my end...	... from skinnylinny	no_relation
no sry	no worries then	Acknowledgement
really	3 sheep	no_relation
corner*	i underrated sheep for a while	no_relation
anyne have wheat?	i need the 1 i have	Question_answer_pair
at what rates?	2 clay for 1 sheep 1 wheat?	Elaboration
oh... i can't move the robber?	you've moved it already?	Clarification_question
something?	huh?	Clarification_question
nope	ahhhh ok, thanks	Acknowledgement
well done :)	ty ty	Acknowledgement
stupid thing	im up for one	no_relation
anyone got ore??	i got wood and sheep	Elaboration
is your points counter showing you 4 or 6?	4 points,	Question_answer_pair
boo	how many games do we have left to play then?	Clarification_question
when you're last	you can plan things out better	Conditional
thank you	thanks	Acknowledgement
anyone got sheep for 1 wood?	nope	Question_answer_pair
anything really.	ore? wood?	Elaboration
im trying th trade with the bank	no joy?	Clarification_question
please	you get two ores	no_relation
anyone have one wheat?	yes	Question_answer_pair
did cameron say he will be here?	yep	Question_answer_pair
if it trade my ore for the sheep	m'kay :)	Acknowledgement
not just yet :)	wow	Continuation
yeah i went to docs	i'd send the workplace a message	Continuation
don't bust my bubble	it says i'm close,	Elaboration
anyone have  sheep?	nope	Question_answer_pair
cilick on the red box	its not immediately obvious	no_relation
im ok	thanks	Comment
yer sure	then go ahead	Result
anyone have a wheat or ore?	i have wheat engouh for all of you	Question_answer_pair
can anyone give me ore for wood?	tomas.kostan ended their turn.	Result
well,	ok	Acknowledgement
i can offer brick....	ok	Acknowledgement
yep,	thanks for that	Comment
he'll be 5-10 mins	ok,	Acknowledgement
gg all well played!	was a close league!!!	Comment
i am here till thursday	so friday is no good for me	Result
niko i thought you couldnt build there....	i wish i had known that	Continuation
i got ore	me too	Parallel
my wood or wheat for caly or ore anyone?	nope,	Question_answer_pair
i need wood or wheat.	somdechn ended their turn.	Result
hey chameleon do u have any sheep	i was going to say,	Comment
anyone got a sheep to trade?	a wood or a clay?	no_relation
lol,	pretty tight still	Elaboration
ore for wood?	if only...	Question_answer_pair
what is it,	i hate it when high prob numbers don't come up like they should (ie 6, 5)	Comment
i'd send the workplace a message	i told them i needed a report yesterday	Acknowledgement
yeah,	same here :)	Elaboration
lucky run of 5s at the start	so that game: no 10s	Continuation
if it trade my ore for the sheep	if i*	Correction
we'll have to get markus to adjudicate	yep	no_relation
nope	*sigh*	Acknowledgement
but my buying things were greyed out	argh	no_relation
heh i did have a read through it, wonder if that helped	was surprised at some of the relative values of resources	Continuation
hello again	phew	Comment
but wait,	why there is a contour robber on wood-2	Explanation
does anyone want sheep?	i see you got a few	Comment
if a 7 doesn't come up, it will be ...	i like it when trading helps all	Comment
bye, i'm probs going to go too!	bye!	Comment
anyone got clay or sheep?	i have sheep,	Question_answer_pair
hey	anyone have any brick?	Continuation
well, it was revenge for earlier ^_^	which was revenge for you earlier.	Explanation
yes	hahaha	Comment
i'd like a wheat?	sorry can't help there	Question_answer_pair
nop..	ztime ended their turn.	no_relation
well, skinny?	hmmm, give me ten minutes?	Question_answer_pair
ayone have ore?	i must decline	Question_answer_pair
sheep	ok	Continuation
:)	cheers!	Acknowledgement
nelson - did you get the offer?	you still seem to be offering the trade to tyrant lord	Question_answer_pair
i was slow.	next raef...	Continuation
oh i can't	i just realized you click at the bottom in the green box-	Explanation
anyone got wheat?	i got lots of it	Question_answer_pair
how do i direct it to a specific person?	the colourd boxes	Question_answer_pair
good game	cheers all, see you next time	Narration
where's that?	i don't see either button	no_relation
this is weird..	have to move robber first?	Clarification_question
thank you. good game	can we start the next at half oast?	Clarification_question
anyone want to give me wood for brick or wheat?	none to give,	Question_answer_pair
as in, i give you the clay	dave ended their turn.	no_relation
and i will let william in. bye!	bye tomas!	Acknowledgement
where'd my sheep go?	not to me...	Question_answer_pair
anyone have wheat for ore?	nope,	Question_answer_pair
does anyone have any wood?	nope	Question_answer_pair
you have nowhere to put one	y nt?	Clarification_question
now?	yep,	Question_answer_pair
hehehe	oh well	no_relation
i got	but you have ore??	Contrast
i dont have any ore,	but i do have plenty clay	Contrast
forgot to click done	skinnylinny has 7 resources.	no_relation
but i need all my resources.	i might want to trade after i roll...	Contrast
nhave clay for ore or sheep?	sorry	Question_answer_pair
you don't have to press it,	just press done at the end	Elaboration
hmmm. does anybody have wheat?	yes.	Question_answer_pair
i need my wheat	how about sheep	Q_Elab
there seems to be a glut of wood/sheep	and no ore at all	Continuation
yeah,	noone has clay :/	Elaboration
what?	nnnoooo	no_relation
me plz	ok	Acknowledgement
i can offer about 10mins more,	we'll see where we're at	Narration
i have wood	i'll trade with ariachiba	Result
nope	ah robber...	Comment
as in i give you an ore?	needed 2	Question_answer_pair
do you have any wheat	i need my wheat	Question_answer_pair
also, anyone got wheat?	nope	Question_answer_pair
think i need mine	no problemo	Acknowledgement
anyone got a sheep?	amycharl ended their turn.	Result
hmmm. does anybody have wheat?	not spare	Question_answer_pair
anyone have clay?	ironic given the start of the game :)	Comment
if she appears	we can restart	Conditional
anyone willing to give wood for wheat?	yep	Question_answer_pair
does anybody have wheat?	not me,	Question_answer_pair
will do you 1 ore	for 1 wood?	Elaboration
again not me :p	how do i send it to her?	Clarification_question
if we don't hear from them over the weekend	yeah i agree	Acknowledgement
we'll all have had a win	a few weeks ago she said she was away travelling somewhere, and that we could play without	no_relation
well played	thanks, good game indeed	Acknowledgement
got sheep?	i got wood	Elaboration
or 1 ore for 1 sheep/wheat?	nope	Question_answer_pair
nicely done	i was dreading a 7 there	Background
sure you do	*wink*	Comment
lol	gotwood4sheep has 13 resources.	no_relation
i particularly like wagner and bach.	haha nice,	Acknowledgement
anyone else?	none here either	Question_answer_pair
any wheat to spare?	nope	Question_answer_pair
i also forgot	ljay, once you agree your prices,	Question_answer_pair
again	ah, i always do that too	Parallel
any spare ores anyone?	rennoc1 ended their turn.	Result
i have no wood.	ok,	Acknowledgement
need wheat	nope	Question_answer_pair
then you have no place to build it!	ah i see	no_relation
and more 8s came up than 6s when i only had 8s	we had soooo many 7s last game	Comment
i can do 1 for 1	did anything show?	Q_Elab
yep.	wheat	no_relation
she's back!	we were talking with out you,	no_relation
gogogogogo	and hello tomas! :d	Continuation
yes,	intemporaliter ended their turn.	no_relation
where is ash?	no idea	Question_answer_pair
do you have ore	sorry	no_relation
from whittards?	actually no,	Question_answer_pair
then it should not be possible to accidentally click a button	yes	no_relation
yes	what for ash?	Q_Elab
that's weird..	looks like it caught up	Elaboration
sorry -	keep forgetting to hit done	Explanation
nancy: give me wood for wheat?	skinnylinny ended their turn.	Sequence
i think the plan was to just count 3 player...	the 3handed are all 1 each	Contrast
i want clay for sheep or wheat, anyone?	or two for two if you want	no_relation
i think we ended up reasonably even didn't we?	yeah	Question_answer_pair
sheep or wood in return for clay or wheat?	wood for clay	Question_answer_pair
i have wheat or sheep	i have pleny wood for sheep?	Q_Elab
i have a clay	alternatively, i'll swap clay for wheat	Result
i could use some brick	anybody want sheep?	Elaboration
so i see.	i am now utterly wheatless	Elaboration
shall we try and play in 45'	gogogogogo	Comment
in the league we get 2 for a win,	1 for playing :)	Continuation
ore	2?	Q_Elab
again	this is why we no longer play games with dice	Elaboration
again not me :p	nancy rejected trade offer.	Result
if we dont add time	or that.	Alternation
yes	but i really dont need sheep	Contrast
gotta hold off,	you're kinda set up	Explanation
did you 'done' too soon, lj?	cheshirecatgrin made an offer to trade 1 clay for 1 sheep from the bank or a port.	no_relation
i've been keeping count on my laptop to check for win conditions	well i'm dead pleased with that	no_relation
bye!	bye!	Acknowledgement
crap,	i don't want to move the robber	Elaboration
am just trying to trade with the 3:1 port 	not just a road	no_relation
and indeed, good luck!	good luck!	Comment
anyone trading clay or wood?	wood, yes	Question_answer_pair
the resource ones -i think- mean you can trade 2 of any of that item to 1 of anything else	but i might have that the wrong way around	Contrast
she's back!	yeah	no_relation
got none	sad times	no_relation
no	oh well	Acknowledgement
haha owned :)	the temotation to accept...	no_relation
anyone want ore for a wood?	nope	Question_answer_pair
not me	i put it on 11	Explanation
anyone got wood?	i traded, and built road!	Question_answer_pair
*clay	agnes?	no_relation
sheep	oh my...my poor sheep.	Comment
then it should not be possible to accidentally click a button	and i cant end my turn	no_relation
i have lots of ore and sheep,	don't have wheat to spare	Question_answer_pair
anyone got a sheep?	:d	Comment
well im her now!	its seriosuly annoying,	Explanation
i just need one	sheep for a what is fine	Acknowledgement
i have 3 points!!	nice..	Comment
we had soooo many 7s last game	i think 7 7s in a row	Elaboration
does anyone got clay or wood.....	i have wood.	Question_answer_pair
anyone got sheep?	no sheep sry	Question_answer_pair
i'll send an e-mail just on the off-chance he's online but forgotten	unfortunately, i won't be able.	no_relation
if in it	i will trade with both!	Result
i need a sheep,	anyone want ore?	Elaboration
if we're all good	me too	Question_answer_pair
what do i do now?	well build sts	Question_answer_pair
fewer 7s,	more resources :d	Continuation
i never got any ore	no1 has ore to giv?	Q_Elab
you can give sheep for wheat?	keyser84 ended their turn.	Result
does anyone want any clay?	nancy:	Question_answer_pair
and could do with wheat/wood instead	it's good quality wool this season!	no_relation
oh yeah me	ore for wheat again?	Q_Elab
how would you like to have some of my clay?	look into my eyes.. not around.. etc	Comment
oh.. so you want wheat not clay?	no	no_relation
nobody turned up apart from sabercat and me	aww,	Acknowledgement
next game on thursday?	yes :)	Question_answer_pair
yup	cool well i'll defer to you both on your preferred times 	Acknowledgement
anyone have clay for wood?	ljaybrad123 ended their turn.	Result
clay?	no can do..	Question_answer_pair
anyone want wheat?	sorry	no_relation
yup.	same.	Elaboration
if they really don't,	default judgement, bang	Conditional
have just the one	one for a sheep?	Q_Elab
do you have one for trade?	lj does :)	Question_answer_pair
none	uh ohh	no_relation
no	it ends	Elaboration
anyone got spare wheat?	none here :-(	Question_answer_pair
any1 have?	i need clay	no_relation
sorry,	just counted your road,	Explanation
i can do 1 for 1	i give one ore for one wheat	Elaboration
you want to trade wheat...	you want to trade wheat...?	Continuation
okay i'm ready!	gl all!	Acknowledgement
have no ore	^^	Comment
also, for your £5 you'll have to come by my office.	unfortunately.	Comment
