sentence1	sentence2	label
no student should be permitted to be graduated from elementary school without having mastered the 3 r's at the level that prevailed 20 years ago	"this means ""tracking,"" whose main purpose is less to permit the gifted youngsters to flourish (though that is clearly desirable) than to ensure that the less gifted get the necessary grounding for further study or for entering the modern world of work"	Cause
both general motors corp. and ford motor co. have been trying to amass 15% stakes in jaguar	ford, which already has an unwelcome 13.2% holding, is prepared to bid for the entire company and had lobbied the government to lift the takeover restrictions early	Instantiation
however, in response to the british air decision, united's pilot union vowed to continue efforts to revive the buy-out	"advisers to ual management and the union will begin meeting in new york today and will work through the weekend to devise a new proposal to present to ual's board ""at the earliest time possible"	Cause
japanese department stores are also wary of attracting negative publicity	after sony corp. 's recent headline-grabbing acquisition of columbia pictures, many say it makes good political sense to lie low	Restatement
that oncogenes don't cause cancer by themselves	the two types of cancer genes work in concert: an oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged	Restatement
we suggest that mr. fernandez find an incompetent principal, toss him out of the building and let the forces of the status quo explain to the parents whatever it is they're defending	in his old job, as dade county chief, mr. fernandez forced out 92 teachers and reshuffled 48 principals	Conjunction
competition among underwriters and brokers makes them loath to centralize price and policy information	both groups cling to traditional face-to-face dealings, even for routine policies	Cause
"with the february 1987 u.n. accords ""relating to afghanistan,"" the soviet union got everything it needed to consolidate permanent control"	the terms of the geneva accords leave moscow free to provide its clients in kabul with assistance of any kind -- including the return of soviet ground forces -- while requiring the u.s. and pakistan to cut off aid	Cause
collectively, the statements raised questions about whether a new bid for ual will ever get off the ground	the transaction has had a series of setbacks since the financing problems became known last friday, with no signs or statements from the buy-out group to indicate that any progress has taken place	Cause
in 1953, james watson and his colleagues unlocked the double helix of dna (deoxyribonucleic acid), the genetic key to heredity	"twenty years later, two california academics, stanley cohen and herbert boyer, made ""recombinant"" dna, transplanting a toad's gene into bacteria, which then reproduced toad genes"	Asynchronous
so developers are saying they will look into distressed properties	they'll go into someone else's pasture as long as it's greener than the one they're in now	Instantiation
a group of senior conservative legislators, complaining the house of commons was like a sauna, demanded that the experiment be stopped unless the intensity of the lights is reduced	"one conservative mp, david wilshire, said: ""i should have a wonderful suntan by christmas"	Conjunction
